T	V	I_na	I_CaL	I_CaT	I_t	I_ss	I_f	I_k1	I_b	I_NaK	I_NCX	I_CaP	I_stim	I_f_K	I_f_Na	I_b_Na	I_b_Ca	I_b_K
0.495	-41.3815	-0.000168654	-0.0355888	0.000458361	0.0104088	0.0168898	0.00211754	0.0027566	-0.00210438	0.000247586	1.51654e-05	0.000703762	0	3.00374e-05	-1.94497e-05	-0.00284939	-0.00114892	0.00189392
0.496	-41.2485	-0.000167128	-0.0365667	0.000972461	0.0105137	0.0169594	0.00214079	0.00274884	-0.00209327	0.000247781	1.54178e-05	0.000703777	0	3.01201e-05	-1.94162e-05	-0.00284583	-0.00114748	0.00190005
0.497	-41.1069	-0.000165606	-0.0376279	0.00151832	0.0106237	0.0170358	0.00216555	0.00274062	-0.00208145	0.000247987	1.56865e-05	0.000703792	0	3.02089e-05	-1.93811e-05	-0.00284205	-0.00114595	0.00190656
0.498	-40.9557	-0.000164085	-0.038787	0.00210075	0.0107395	0.0171196	0.00219206	0.00273185	-0.00206882	0.000248208	1.59738e-05	0.000703808	0	3.03045e-05	-1.93442e-05	-0.00283801	-0.00114432	0.00191351
0.499	-40.7931	-0.00016256	-0.0400619	0.00272557	0.010862	0.0172119	0.00222058	0.00272246	-0.00205524	0.000248443	1.62827e-05	0.000703824	0	3.04082e-05	-1.93053e-05	-0.00283366	-0.00114257	0.00192099
0.5	-40.6175	-0.000161026	-0.0414755	0.0033999	0.0109927	0.0173135	0.00225146	0.00271235	-0.00204057	0.000248697	1.66168e-05	0.00070384	0	3.05212e-05	-1.92639e-05	-0.00282897	-0.00114067	0.00192907
0.501	-40.4263	-0.000159473	-0.043057	0.00413258	0.0111329	0.017426	0.00228512	0.00270139	-0.00202461	0.000248971	1.69807e-05	0.000703856	0	3.06453e-05	-1.92197e-05	-0.00282386	-0.0011386	0.00193786
0.502	-40.2168	-0.000157889	-0.0448446	0.00493473	0.0112845	0.0175509	0.00232208	0.00268943	-0.00200711	0.000249271	1.73799e-05	0.000703873	0	3.07826e-05	-1.91722e-05	-0.00281826	-0.00113634	0.0019475
0.503	-39.9851	-0.000156182	-0.0468893	0.00582055	0.01145	0.0176903	0.00236302	0.00267627	-0.00198776	0.0002496	1.78217e-05	0.00070389	0	3.09357e-05	-1.91205e-05	-0.00281207	-0.00113384	0.00195815
0.504	-39.7264	-0.000153451	-0.0492605	0.00680845	0.0116324	0.017847	0.00240882	0.00266167	-0.00196615	0.000249965	1.83156e-05	0.000703908	0	3.11081e-05	-1.9064e-05	-0.00280516	-0.00113104	0.00197006
0.505	-39.4341	-0.00015091	-0.0520552	0.00792299	0.0118359	0.0180245	0.00246064	0.0026453	-0.00194174	0.000250375	1.8874e-05	0.000703927	0	3.13046e-05	-1.90013e-05	-0.00279735	-0.00112789	0.0019835
0.506	-39.0996	-0.000148528	-0.0554136	0.00919768	0.0120659	0.0182278	0.00252008	0.0026267	-0.0019138	0.000250841	1.95142e-05	0.000703946	0	3.15314e-05	-1.8931e-05	-0.00278841	-0.00112428	0.00199889
0.507	-38.7102	-0.000146271	-0.059546	0.0106796	0.0123302	0.0184635	0.00258937	0.00260528	-0.00188128	0.000251377	2.02603e-05	0.000703967	0	3.17975e-05	-1.88506e-05	-0.00277801	-0.00112007	0.00201679
0.508	-38.2481	-0.000144092	-0.0647815	0.0124372	0.01264	0.0187413	0.00267177	0.00258016	-0.00184268	0.000252007	2.11476e-05	0.000703988	0	3.21158e-05	-1.8757e-05	-0.00276566	-0.00111508	0.00203805
0.509	-37.6856	-0.000141922	-0.0716658	0.0145747	0.0130122	0.0190759	0.00277222	0.00255006	-0.0017957	0.000252764	2.22298e-05	0.000704012	0	3.25062e-05	-1.86451e-05	-0.00275063	-0.001109	0.00206393
0.51	-36.9785	-0.000139637	-0.0811686	0.0172596	0.0134739	0.0194905	0.0028987	0.00251298	-0.00173665	0.0002537	2.35939e-05	0.000704038	0	3.30005e-05	-1.8507e-05	-0.00273173	-0.00110137	0.00209645
0.511	-36.0505	-0.000136997	-0.0951778	0.020782	0.0140716	0.0200252	0.00306499	0.00246566	-0.00165914	0.000254903	2.53911e-05	0.000704067	0	3.36537e-05	-1.83288e-05	-0.00270693	-0.00109134	0.00213914
0.512	-34.7555	-0.000133461	-0.11784	0.0256946	0.0148949	0.0207554	0.00329737	0.00240225	-0.00155098	0.000256532	2.79122e-05	0.000704102	0	3.45708e-05	-1.8084e-05	-0.00267233	-0.00107736	0.00219871
0.513	-32.7756	-0.000127645	-0.159835	0.0332027	0.0161428	0.0218455	0.00365313	0.00231142	-0.00138562	0.000258918	3.17996e-05	0.000704148	0	3.59808e-05	-1.77152e-05	-0.00261943	-0.00105598	0.00228978
0.514	-29.2836	-0.000115452	-0.254186	0.0464406	0.0183694	0.0237271	0.00428129	0.00216934	-0.00109398	0.000262828	3.87668e-05	0.000704215	0	3.84791e-05	-1.70727e-05	-0.00252612	-0.00101826	0.00245041
0.515	-21.804	-8.47043e-05	-0.501337	0.0747805	0.0236998	0.0277804	0.00562749	0.00193604	-0.000469278	0.000270038	5.42892e-05	0.000704339	0	4.38468e-05	-1.57094e-05	-0.00232627	-0.000937483	0.00279447
0.516	-5.42547	-2.94758e-05	-0.932221	0.136748	0.0434726	0.0381587	0.00857242	0.00164051	0.000898652	0.000281411	9.24591e-05	0.000704594	0	5.56007e-05	-1.27386e-05	-0.00188863	-0.000760595	0.00354788
0.517	18.3613	-3.14155e-06	-1.25282	0.226585	0.122559	0.0647762	0.0128266	0.001369	0.00288532	0.000291054	0.000164646	0.000704979	0	7.2563e-05	-8.43014e-06	-0.00125305	-0.000503699	0.00464207
0.518	37.9897	-1.98269e-07	-1.14496	0.304787	0.276102	0.122954	0.016262	0.00120137	0.00452468	0.00029579	0.000248378	0.000705378	0	8.6184e-05	-4.87378e-06	-0.00072858	-0.000291711	0.00554497
0.519	44.5582	-1.55736e-08	-1.00085	0.342439	0.369252	0.199129	0.0172827	0.00116049	0.00507326	0.000297016	0.000283282	0.000705684	0	9.00807e-05	-3.66718e-06	-0.00055307	-0.000220771	0.00584711
0.52	44.5908	-1.62531e-09	-0.996751	0.35657	0.385218	0.26637	0.0171219	0.0011603	0.00507597	0.000297021	0.000283458	0.000705951	0	8.92357e-05	-3.62615e-06	-0.0005522	-0.00022042	0.00584859
0.521	43.2058	-2.10619e-10	-1.03477	0.364095	0.376587	0.319744	0.0167213	0.00116829	0.00496027	0.000296774	0.000275747	0.000706224	0	8.74393e-05	-3.83305e-06	-0.000589208	-0.000235378	0.00578486
0.522	41.7154	-6.34538e-11	-1.07077	0.369844	0.362946	0.362257	0.0163162	0.00117725	0.00483578	0.000296502	0.000267657	0.00070651	0	8.56368e-05	-4.05583e-06	-0.00062903	-0.000251473	0.00571628
0.523	40.3145	-5.64933e-11	-1.09846	0.374645	0.348791	0.396546	0.0159393	0.00118603	0.00471875	0.00029624	0.000260242	0.000706807	0	8.39577e-05	-4.26098e-06	-0.000666462	-0.000266603	0.00565182
0.524	39.004	-6.57918e-11	-1.11873	0.378582	0.335057	0.424412	0.0155891	0.00119455	0.00460928	0.000295988	0.000253466	0.000707112	0	8.23945e-05	-4.44882e-06	-0.000701479	-0.000280757	0.00559151
0.525	37.7643	-7.76662e-11	-1.13298	0.38165	0.321906	0.44714	0.0152608	0.0012029	0.00450571	0.000295745	0.000247196	0.000707423	0	8.09272e-05	-4.62311e-06	-0.000734605	-0.000294146	0.00553446
0.526	36.5787	-9.06788e-11	-1.14231	0.383853	0.309328	0.46569	0.0149505	0.00121115	0.00440668	0.000295508	0.000241324	0.000707738	0	7.95395e-05	-4.78696e-06	-0.000766283	-0.00030695	0.00547991
0.527	35.4349	-1.04762e-10	-1.14755	0.385211	0.297284	0.4808	0.0146552	0.00121935	0.00431112	0.000295274	0.00023577	0.000708055	0	7.82187e-05	-4.94271e-06	-0.000796846	-0.000319303	0.00542727
0.528	34.3231	-1.20018e-10	-1.14933	0.385756	0.28573	0.493042	0.0143726	0.00122755	0.00421824	0.000295041	0.000230476	0.000708373	0	7.69549e-05	-5.09214e-06	-0.000826553	-0.00033131	0.00537611
0.529	33.2357	-1.36595e-10	-1.14817	0.385529	0.274627	0.502873	0.0141007	0.00123579	0.0041274	0.000294809	0.000225394	0.000708691	0	7.57403e-05	-5.2367e-06	-0.000855609	-0.000343054	0.00532606
0.53	32.1662	-1.54672e-10	-1.14446	0.384574	0.263941	0.510655	0.0138381	0.0012441	0.00403806	0.000294576	0.000220486	0.000709009	0	7.45681e-05	-5.37754e-06	-0.000884185	-0.000354605	0.00527685
0.531	31.1094	-1.74468e-10	-1.13855	0.38294	0.253642	0.516682	0.0135835	0.00125252	0.00394977	0.000294341	0.000215723	0.000709325	0	7.34329e-05	-5.51565e-06	-0.000912425	-0.000366019	0.00522821
0.532	30.0605	-1.96243e-10	-1.13072	0.380675	0.243704	0.521192	0.0133356	0.00126108	0.00386214	0.000294103	0.000211079	0.000709639	0	7.23299e-05	-5.65185e-06	-0.000940452	-0.000377347	0.00517994
0.533	29.0155	-2.20313e-10	-1.1212	0.37783	0.234103	0.524381	0.0130936	0.00126979	0.00377484	0.00029386	0.000206534	0.000709951	0	7.12548e-05	-5.78688e-06	-0.000968374	-0.000388633	0.00513185
0.534	27.9708	-2.47053e-10	-1.1102	0.374452	0.224818	0.526408	0.0128565	0.0012787	0.00368757	0.000293613	0.000202068	0.00071026	0	7.02041e-05	-5.92137e-06	-0.000996287	-0.000399915	0.00508377
0.535	26.9233	-2.76911e-10	-1.09789	0.370587	0.21583	0.527408	0.0126237	0.00128782	0.00360006	0.000293359	0.000197668	0.000710565	0	6.91745e-05	-6.05588e-06	-0.00102428	-0.000411229	0.00503556
0.536	25.8699	-3.10427e-10	-1.0844	0.366279	0.207121	0.527491	0.0123944	0.00129718	0.00351205	0.000293098	0.00019332	0.000710867	0	6.81631e-05	-6.19092e-06	-0.00105243	-0.000422605	0.00498708
0.537	24.808	-3.48245e-10	-1.06987	0.361568	0.198676	0.526748	0.0121681	0.0013068	0.00342334	0.000292829	0.000189013	0.000711164	0	6.71672e-05	-6.32694e-06	-0.0010808	-0.000434074	0.00493822
0.538	23.7351	-3.9114e-10	-1.0544	0.356491	0.19048	0.525257	0.011944	0.00131671	0.00333372	0.000292551	0.000184737	0.000711458	0	6.61845e-05	-6.46436e-06	-0.00110947	-0.000445661	0.00488885
0.539	22.649	-4.40046e-10	-1.03807	0.351081	0.182518	0.523082	0.0117218	0.00132692	0.00324299	0.000292263	0.000180484	0.000711747	0	6.52128e-05	-6.60356e-06	-0.00113849	-0.00045739	0.00483887
0.54	21.5476	-4.96094e-10	-1.02097	0.345368	0.174779	0.520277	0.011501	0.00133746	0.00315098	0.000291963	0.000176248	0.000712032	0	6.42499e-05	-6.74489e-06	-0.00116792	-0.000469286	0.00478818
0.541	20.4289	-5.60652e-10	-1.00316	0.339377	0.167251	0.516887	0.0112811	0.00134835	0.00305753	0.000291651	0.000172022	0.000712312	0	6.32941e-05	-6.88868e-06	-0.00119781	-0.000481368	0.0047367
0.542	19.2911	-6.35387e-10	-0.98468	0.333133	0.159921	0.512952	0.0110617	0.0013596	0.00296248	0.000291325	0.000167801	0.000712586	0	6.23437e-05	-7.03522e-06	-0.00122821	-0.000493656	0.00468434
0.543	18.1325	-7.22337e-10	-0.965589	0.326654	0.152781	0.508503	0.0108424	0.00137124	0.00286569	0.000290985	0.000163581	0.000712856	0	6.13969e-05	-7.18479e-06	-0.00125917	-0.000506169	0.00463103
0.544	16.9514	-8.23998e-10	-0.945921	0.319958	0.14582	0.503569	0.0106229	0.00138328	0.00276703	0.000290628	0.000159359	0.00071312	0	6.04523e-05	-7.33766e-06	-0.00129073	-0.000518924	0.00457668
0.545	15.7464	-9.43449e-10	-0.925706	0.313058	0.139029	0.498171	0.0104029	0.00139573	0.00266637	0.000290254	0.000155131	0.000713379	0	5.95084e-05	-7.49406e-06	-0.00132292	-0.000531938	0.00452123
0.546	14.5161	-1.08449e-09	-0.904971	0.305965	0.132401	0.492331	0.0101819	0.00140862	0.0025636	0.000289861	0.000150896	0.000713632	0	5.85638e-05	-7.65423e-06	-0.0013558	-0.000545226	0.00446462
0.547	13.2591	-1.25186e-09	-0.883737	0.29869	0.125928	0.486065	0.0099598	0.00142195	0.00245859	0.000289446	0.000146652	0.00071388	0	5.76174e-05	-7.81838e-06	-0.00138939	-0.000558802	0.00440678
0.548	11.9741	-1.45144e-09	-0.862021	0.291239	0.119603	0.479387	0.00973622	0.00143574	0.00235125	0.00028901	0.000142398	0.000714121	0	5.66678e-05	-7.9867e-06	-0.00142372	-0.000572679	0.00434765
0.549	10.66	-1.69064e-09	-0.839839	0.283619	0.113421	0.472312	0.00951091	0.00145001	0.00224149	0.000288548	0.000138133	0.000714357	0	5.57139e-05	-8.15939e-06	-0.00145883	-0.000586872	0.00428719
0.55	9.31573	-1.97876e-09	-0.817203	0.275833	0.107377	0.464851	0.0092836	0.00146478	0.00212919	0.00028806	0.000133856	0.000714587	0	5.47546e-05	-8.33663e-06	-0.00149475	-0.00060139	0.00422533
0.551	7.94014	-2.32757e-09	-0.794127	0.267885	0.101467	0.457015	0.00905406	0.00148005	0.00201429	0.000287543	0.000129567	0.00071481	0	5.37889e-05	-8.51857e-06	-0.00153151	-0.000616246	0.00416204
0.552	6.53232	-2.75205e-09	-0.770623	0.259777	0.0956895	0.448814	0.00882206	0.00149586	0.00189669	0.000286995	0.000125267	0.000715027	0	5.28157e-05	-8.70537e-06	-0.00156912	-0.000631451	0.00409727
0.553	5.0914	-3.27132e-09	-0.746707	0.251511	0.0900424	0.44026	0.00858738	0.00151223	0.00177633	0.000286412	0.000120955	0.000715237	0	5.18341e-05	-8.89717e-06	-0.00160763	-0.000647013	0.00403097
0.554	3.61665	-3.90995e-09	-0.722396	0.243086	0.0845266	0.431365	0.00834982	0.0015292	0.00165314	0.000285793	0.000116634	0.000715441	0	5.08432e-05	-9.09409e-06	-0.00164703	-0.00066294	0.00396311
0.555	2.10745	-4.69964e-09	-0.697711	0.234506	0.0791444	0.422141	0.00810922	0.00154682	0.00152708	0.000285134	0.000112304	0.000715638	0	4.98423e-05	-9.29623e-06	-0.00168736	-0.00067924	0.00389368
0.556	0.563423	-5.68155e-09	-0.672681	0.22577	0.0738999	0.412603	0.00786544	0.00156514	0.00139811	0.000284431	0.000107967	0.000715828	0	4.88308e-05	-9.50364e-06	-0.00172861	-0.000695915	0.00382264
0.557	-1.01551	-6.90946e-09	-0.647345	0.216882	0.0687993	0.402769	0.00761837	0.00158426	0.00126622	0.000283682	0.000103625	0.000716012	0	4.78082e-05	-9.71635e-06	-0.0017708	-0.000712968	0.00374999
0.558	-2.62899	-8.45402e-09	-0.621754	0.207846	0.0638508	0.392661	0.00736799	0.00160426	0.00113145	0.000282883	9.92817e-05	0.000716188	0	4.67743e-05	-9.93431e-06	-0.00181391	-0.000730393	0.00367576
0.559	-4.27594	-1.04087e-08	-0.595981	0.198669	0.0590648	0.382303	0.00711438	0.00162528	0.000993887	0.000282029	9.49416e-05	0.000716358	0	4.57293e-05	-1.01574e-05	-0.00185792	-0.00074818	0.00359999
0.56	-5.95429	-1.28978e-08	-0.570125	0.189364	0.0544541	0.371728	0.00685775	0.00164745	0.0008537	0.000281119	9.06117e-05	0.000716521	0	4.4674e-05	-1.03852e-05	-0.00190277	-0.000766306	0.00352277
0.561	-7.6604	-1.60881e-08	-0.544323	0.179951	0.0500332	0.360978	0.00659855	0.00167094	0.000711194	0.000280149	8.63018e-05	0.000716677	0	4.36101e-05	-1.06174e-05	-0.00194835	-0.000784732	0.00344428
0.562	-9.38856	-2.02041e-08	-0.518752	0.170461	0.0458183	0.350105	0.00633752	0.00169592	0.000566847	0.000279118	8.20259e-05	0.000716826	0	4.25406e-05	-1.0853e-05	-0.00199453	-0.000803396	0.00336477
0.563	-11.1307	-2.55515e-08	-0.493614	0.160937	0.0418265	0.339172	0.00607576	0.00172256	0.000421335	0.000278027	7.78024e-05	0.000716968	0	4.14697e-05	-1.10909e-05	-0.00204108	-0.000822211	0.00328462
0.564	-12.877	-3.25521e-08	-0.46906	0.151429	0.0380738	0.328248	0.00581458	0.00175101	0.00027547	0.000276879	7.36515e-05	0.000717104	0	4.04025e-05	-1.13296e-05	-0.00208774	-0.000841072	0.00320428
0.565	-14.6201	-4.18084e-08	-0.445008	0.141977	0.0345719	0.31739	0.00555497	0.00178146	0.000129875	0.000275675	6.95868e-05	0.000717234	0	3.9343e-05	-1.15682e-05	-0.00213432	-0.000859897	0.00312409
0.566	-16.3643	-5.42395e-08	-0.4208	0.132556	0.0313222	0.306595	0.00529623	0.00181432	-1.58073e-05	0.00027441	6.55936e-05	0.000717358	0	3.82883e-05	-1.18071e-05	-0.00218092	-0.000878734	0.00304385
0.567	-18.1434	-7.14035e-08	-0.394711	0.122987	0.0283082	0.295723	0.00503337	0.00185068	-0.000164409	0.000273053	6.15925e-05	0.000717475	0	3.72183e-05	-1.20514e-05	-0.00222846	-0.000897949	0.002962
0.568	-20.0498	-9.62945e-08	-0.363219	0.112784	0.0254874	0.284367	0.00475303	0.0018933	-0.00032364	0.000271522	5.73813e-05	0.000717584	0	3.60795e-05	-1.23143e-05	-0.0022794	-0.000918538	0.00287429
0.569	-22.2823	-1.35424e-07	-0.319585	0.100904	0.0227812	0.271644	0.00442655	0.00194871	-0.000510105	0.000269621	5.25434e-05	0.000717683	0	3.47574e-05	-1.26246e-05	-0.00233905	-0.000942649	0.00277159
0.57	-25.2349	-2.04623e-07	-0.251464	0.0852878	0.0200622	0.255822	0.00399725	0.00203248	-0.000756718	0.000266916	4.62865e-05	0.000717764	0	3.30254e-05	-1.30391e-05	-0.00241794	-0.000974537	0.00263576
0.571	-29.5549	-3.43318e-07	-0.147618	0.0625594	0.0171759	0.23408	0.00337218	0.0021802	-0.00111753	0.000262537	3.7385e-05	0.000717818	0	3.05121e-05	-1.36512e-05	-0.00253337	-0.00102119	0.00243704
0.572	-35.4428	-6.07901e-07	-0.0492052	0.0316888	0.0141891	0.205582	0.0025228	0.00243646	-0.00160929	0.000255675	2.56379e-05	0.000717838	0	2.71036e-05	-1.44896e-05	-0.0026907	-0.00108478	0.00216619
0.573	-41.394	-8.54786e-07	-0.0129871	0.00055398	0.0115111	0.176798	0.0016656	0.00275854	-0.00210634	0.00024757	1.40814e-05	0.000717842	0	2.3666e-05	-1.5338e-05	-0.00284971	-0.00114906	0.00189242
0.574	-46.1573	-7.23377e-07	-0.0046595	-0.024322	0.00906262	0.152902	0.000980137	0.00304492	-0.00250417	0.000240158	4.96427e-06	0.00071785	0	2.09168e-05	-1.60161e-05	-0.00297699	-0.0012005	0.00167331
0.575	-49.6691	-5.29081e-07	-0.00226413	-0.0426298	0.0067114	0.133999	0.000475117	0.00325295	-0.00279748	0.000234135	-1.72905e-06	0.000717865	0	1.88903e-05	-1.65147e-05	-0.00307082	-0.00123843	0.00151176
0.576	-52.1627	-4.15236e-07	-0.00138206	-0.0556032	0.00467226	0.119077	0.000116744	0.00338705	-0.00300575	0.000229564	-6.48556e-06	0.000717886	0	1.7451e-05	-1.68673e-05	-0.00313745	-0.00126536	0.00139705
0.577	-53.8758	-3.72585e-07	-0.00100303	-0.0644932	0.00312716	0.107191	-0.00012931	0.00346721	-0.00314883	0.000226281	-9.76198e-06	0.000717912	0	1.64614e-05	-1.7108e-05	-0.00318322	-0.00128386	0.00131825
0.578	-55.0052	-3.78824e-07	-0.000827915	-0.0703332	0.00208325	0.0976052	-0.000291424	0.00351278	-0.00324317	0.000224052	-1.19286e-05	0.000717941	0	1.58078e-05	-1.7265e-05	-0.0032134	-0.00129606	0.00126629
0.579	-55.7038	-4.24177e-07	-0.000750249	-0.073924	0.00143805	0.0897639	-0.000391606	0.00353751	-0.00330151	0.000222648	-1.32726e-05	0.000717971	0	1.54022e-05	-1.73602e-05	-0.00323207	-0.0013036	0.00123415
0.58	-56.0865	-5.08448e-07	-0.000726518	-0.0758677	0.00106628	0.0832572	-0.000446409	0.00354981	-0.00333348	0.000221871	-1.40112e-05	0.000718003	0	1.51781e-05	-1.74101e-05	-0.00324229	-0.00130773	0.00121655
0.581	-56.2387	-6.37628e-07	-0.000736939	-0.0766111	0.000865754	0.0777824	-0.000468119	0.00355445	-0.00334619	0.00022156	-1.43071e-05	0.000718035	0	1.50865e-05	-1.74271e-05	-0.00324636	-0.00130938	0.00120954
0.582	-56.2236	-8.22251e-07	-0.000771745	-0.0764846	0.000767393	0.0731149	-0.000465827	0.003554	-0.00334493	0.000221591	-1.42811e-05	0.000718068	0	1.50908e-05	-1.742e-05	-0.00324595	-0.00130921	0.00121023
0.583	-56.0881	-1.07666e-06	-0.000825777	-0.0757329	0.000729079	0.0690867	-0.000446272	0.00354987	-0.00333362	0.000221868	-1.40235e-05	0.0007181	0	1.51643e-05	-1.73956e-05	-0.00324233	-0.00130775	0.00121647
0.584	-55.867	-1.41858e-06	-0.000896144	-0.0745383	0.000726579	0.0655705	-0.00041447	0.00354287	-0.00331516	0.000222318	-1.36014e-05	0.000718132	0	1.52866e-05	-1.7359e-05	-0.00323642	-0.00130536	0.00122663
0.585	-55.5865	-1.86866e-06	-0.000981118	-0.0730366	0.00074633	0.0624692	-0.000374166	0.00353357	-0.00329173	0.000222886	-1.30653e-05	0.000718163	0	1.5443e-05	-1.73138e-05	-0.00322893	-0.00130233	0.00123953
0.586	-55.266	-2.44995e-06	-0.00107958	-0.0713293	0.000780788	0.0597076	-0.000328156	0.00352235	-0.00326496	0.000223531	-1.24527e-05	0.000718194	0	1.56221e-05	-1.72629e-05	-0.00322036	-0.00129887	0.00125427
0.587	-54.9201	-3.1871e-06	-0.00119072	-0.0694922	0.000825711	0.0572275	-0.000278531	0.00350959	-0.00323607	0.000224223	-1.17917e-05	0.000718224	0	1.58156e-05	-1.72083e-05	-0.00321112	-0.00129514	0.00127019
0.588	-54.5596	-4.10547e-06	-0.0013139	-0.0675814	0.000878651	0.0549828	-0.000226844	0.0034956	-0.00320596	0.000224939	-1.1103e-05	0.000718253	0	1.60173e-05	-1.71515e-05	-0.00320149	-0.00129124	0.00128677
0.589	-54.1925	-5.23017e-06	-0.00144854	-0.0656389	0.000938142	0.0529372	-0.000174247	0.00348066	-0.00317531	0.000225662	-1.04022e-05	0.000718282	0	1.62226e-05	-1.70938e-05	-0.00319168	-0.00128728	0.00130365
0.59	-53.8247	-6.58494e-06	-0.0015941	-0.0636949	0.00100326	0.0510614	-0.000121583	0.00346503	-0.00314459	0.000226382	-9.70045e-06	0.000718309	0	1.6428e-05	-1.7036e-05	-0.00318185	-0.00128331	0.00132057
0.591	-53.4605	-8.19125e-06	-0.00175003	-0.0617717	0.00107337	0.0493322	-6.94633e-05	0.00344893	-0.00311418	0.000227089	-9.0059e-06	0.000718336	0	1.66313e-05	-1.69786e-05	-0.00317212	-0.00127937	0.00133732
0.592	-53.103	-1.00674e-05	-0.0019158	-0.0598849	0.00114802	0.0477303	-1.83237e-05	0.00343256	-0.00308431	0.000227778	-8.32435e-06	0.000718363	0	1.68305e-05	-1.69221e-05	-0.00316257	-0.00127551	0.00135376
0.593	-52.7542	-1.22279e-05	-0.00209085	-0.0580454	0.00122687	0.0462401	3.1535e-05	0.00341609	-0.00305518	0.000228446	-7.65977e-06	0.000718388	0	1.70246e-05	-1.68669e-05	-0.00315324	-0.00127174	0.00136981
0.594	-52.4155	-1.46827e-05	-0.00227463	-0.0562603	0.00130961	0.0448487	7.99124e-05	0.00339964	-0.00302689	0.000229089	-7.0148e-06	0.000718413	0	1.72126e-05	-1.68131e-05	-0.00314419	-0.00126809	0.00138539
0.595	-52.0878	-1.74375e-05	-0.00246659	-0.0545341	0.001396	0.0435453	0.000126684	0.00338333	-0.00299953	0.000229707	-6.39107e-06	0.000718437	0	1.73942e-05	-1.67608e-05	-0.00313544	-0.00126455	0.00140046
0.596	-51.7717	-2.04931e-05	-0.00266619	-0.0528692	0.00148579	0.0423207	0.000171783	0.00336725	-0.00297313	0.0002303	-5.78946e-06	0.000718461	0	1.75691e-05	-1.67101e-05	-0.00312699	-0.00126113	0.001415
0.597	-51.4672	-2.38456e-05	-0.00287291	-0.0512665	0.00157876	0.0411673	0.000215182	0.00335145	-0.0029477	0.000230867	-5.21029e-06	0.000718484	0	1.7737e-05	-1.66611e-05	-0.00311885	-0.00125785	0.001429
0.598	-51.1744	-2.74871e-05	-0.00308624	-0.0497257	0.0016747	0.0400785	0.000256886	0.003336	-0.00292324	0.000231408	-4.65347e-06	0.000718507	0	1.78982e-05	-1.66137e-05	-0.00311103	-0.00125468	0.00144247
0.599	-50.8931	-3.14056e-05	-0.00330568	-0.0482459	0.00177341	0.0390486	0.000296923	0.00332092	-0.00289975	0.000231925	-4.11864e-06	0.000718529	0	1.80526e-05	-1.6568e-05	-0.00310351	-0.00125165	0.00145541
0.6	-50.623	-3.55855e-05	-0.00353077	-0.0468254	0.00187469	0.0380728	0.000335334	0.00330624	-0.00287719	0.000232419	-3.60522e-06	0.00071855	0	1.82005e-05	-1.65238e-05	-0.0030963	-0.00124873	0.00146783
0.601	-50.3637	-4.00084e-05	-0.00376109	-0.0454622	0.00197833	0.0371467	0.000372173	0.00329198	-0.00285554	0.00023289	-3.1125e-06	0.000718571	0	1.8342e-05	-1.64811e-05	-0.00308937	-0.00124593	0.00147976
0.602	-50.1149	-4.46534e-05	-0.00399621	-0.0441543	0.00208416	0.0362666	0.000407499	0.00327815	-0.00283476	0.00023334	-2.63968e-06	0.000718591	0	1.84774e-05	-1.64399e-05	-0.00308272	-0.00124324	0.0014912
0.603	-49.8761	-4.94976e-05	-0.00423575	-0.0428993	0.00219198	0.0354291	0.000441376	0.00326474	-0.00281481	0.000233769	-2.18592e-06	0.000718611	0	1.8607e-05	-1.64001e-05	-0.00307634	-0.00124066	0.00150219
0.604	-49.6468	-5.45166e-05	-0.00447936	-0.0416946	0.00230162	0.0346312	0.00047387	0.00325175	-0.00279566	0.000234179	-1.75034e-06	0.000718631	0	1.8731e-05	-1.63617e-05	-0.00307021	-0.00123818	0.00151274
0.605	-49.4265	-5.96851e-05	-0.0047267	-0.0405381	0.00241289	0.0338704	0.000505045	0.00323918	-0.00277727	0.000234571	-1.33205e-06	0.00071865	0	1.88497e-05	-1.63245e-05	-0.00306432	-0.00123581	0.00152286
0.606	-49.2149	-6.49774e-05	-0.00497748	-0.0394272	0.00252563	0.0331442	0.000534969	0.00322702	-0.00275959	0.000234945	-9.30212e-07	0.000718669	0	1.89634e-05	-1.62885e-05	-0.00305867	-0.00123352	0.0015326
0.607	-49.0116	-7.03674e-05	-0.00523141	-0.0383595	0.00263967	0.0324504	0.000563704	0.00321526	-0.00274261	0.000235304	-5.43962e-07	0.000718688	0	1.90722e-05	-1.62537e-05	-0.00305323	-0.00123132	0.00154195
0.608	-48.8159	-7.58294e-05	-0.00548823	-0.037333	0.00275485	0.0317872	0.000591313	0.00320389	-0.00272627	0.000235647	-1.72487e-07	0.000718706	0	1.91765e-05	-1.62199e-05	-0.00304801	-0.00122921	0.00155095
0.609	-48.6277	-8.1338e-05	-0.00574772	-0.0363454	0.00287101	0.0311526	0.000617853	0.00319288	-0.00271055	0.000235976	1.84995e-07	0.000718724	0	1.92765e-05	-1.61872e-05	-0.00304298	-0.00122718	0.00155961
0.61	-48.4464	-8.68687e-05	-0.00600965	-0.0353946	0.002988	0.0305452	0.000643383	0.00318224	-0.00269541	0.000236291	5.29235e-07	0.000718741	0	1.93724e-05	-1.61555e-05	-0.00303813	-0.00122522	0.00156795
